# col1     col2        col3       col4 col5  col6 col7  id    x         y         ra         dec       faper_f160w eaper_f160w faper_f140w eaper_f140w f_f160w    e_f160w  w_f160w  f_u       e_u      w_u f_f435w   e_f435w  w_f435w  f_b       e_b      w_b      f_g       e_g      w_g  f_v       e_v      w_v      f_f606w   e_f606w  w_f606w  f_r        e_r      w_r      f_rs       e_rs     w_rs f_i        e_i      w_i      f_f775w   e_f775w  w_f775w  f_z        e_z      w_z      f_f850lp  e_f850lp w_f850lp f_f125w    e_f125w  w_f125w  f_j        e_j      w_j      f_f140w    e_f140w  w_f140w  f_h        e_h      w_h      f_ks       e_ks     w_ks     f_irac1    e_irac1  w_irac1  f_irac2    e_irac2  w_irac2  f_irac3    e_irac3  w_irac3  f_irac4    e_irac4    w_irac4  tot_cor  wmin_ground wmin_hst wmin_wfc3 wmin_irac z_spec star_flag kron_radius a_image b_image theta_j2000 class_star flux_radius fwhm_image flags irac1_contam irac2_contam irac3_contam irac4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation          
  57 189.169754  62.1696129 1.96 11.74 0.9  4176  5903  11989.369 6109.549  189.169756 62.16971  6.0482      0.041549    4.498768    0.070606    8.402888   0.107185 0.371526 0.020144  0.04956  1.0 0.026833  0.028993 0.710753 0.046305  0.036886 0.717608 -0.024163 0.055434 1.0  0.128069  0.026253 0.761826 0.220457  0.021372 0.76166  0.307485   0.059022 0.823978 0.552263   0.104437 1.0  0.375905   0.083004 0.792165 0.453343  0.031461 0.849909 0.633147   0.11134  0.836209 0.710787  0.037907 0.91951  3.746294   0.041436 0.411139 3.309028   0.183504 0.291195 6.330858   0.098094 0.511119 8.952635   0.343247 0.436754 13.034625  0.2345   0.348085 19.879387  0.290831 0.916728 22.813289  0.251683 0.645806 26.622104  0.976428 1.0      8.091828   297.930968 0.5      1.096298 0.291195    0.371526 0.371526  0.645806  -1.0   0         3.5         3.613   3.214   -21.2       0.85       3.308       20.44      0     0.00521      0.002568     5.61E-4      -0.499976    0           0          1        0         5.0        3.0        4.0        0.3495761609606212  
  58 189.1867981 62.2877769 2.04 12.26 0.32 21581 29300 11507.685 13192.017 189.186789 62.287758 4.013763    0.025325    3.380652    0.050478    11.005923  0.121903 1.0      0.489359  0.047797 1.0 0.782189  0.052403 0.847492 0.967004  0.050034 0.595385 1.231699  0.054968 1.0  1.555142  0.028679 0.746276 1.28325   0.036812 1.0      1.312362   0.047114 0.882379 1.401261   0.104104 1.0  2.26376    0.100613 0.895693 1.966436  0.057244 1.0      3.031252   0.14012  0.915484 2.732776  0.071741 1.0      7.429213   0.052438 1.0      7.743504   0.277217 0.190072 9.389485   0.138413 1.0      13.450426  0.468335 0.562925 21.456107  0.30518  0.310873 33.135144  0.244603 0.537174 38.390824  0.18736  0.676927 42.61969   1.518853 0.882374 28.604642  1.572554   0.848978 1.038365 0.190072    0.847492 1.0       0.537174  2.032  0         3.5         7.121   5.065   -58.2       0.03       7.021       0.0        0     9.03E-4      3.62E-4      0.00911      0.011315     0           0          1        0         15.0       9.0        16.0       0.06972466623832256 
  59 189.1838684 62.2474174 1.77 12.14 0.74 15449 21534 11601.899 10770.46  189.183473 62.247397 6.213194    0.026108    5.109624    0.056194    11.317339  0.098534 0.940904 0.455737  0.055148 1.0 0.731491  0.0323   0.984375 0.825235  0.045403 0.6328   0.88227   0.055679 1.0  1.072717  0.030674 0.761825 1.076261  0.025597 0.912694 1.166459   0.049786 0.883492 1.277711   0.094076 1.0  1.722639   0.087134 0.852883 1.883505  0.042436 0.80299  2.468259   0.133381 0.810338 2.755095  0.051287 0.863438 7.917085   0.035625 0.956065 7.837451   0.103671 0.990155 9.427249   0.102358 0.806896 11.862958  0.272566 1.0      18.778503  0.133244 1.0      34.217744  0.221462 1.0      41.303774  0.186177 1.0      40.038063  1.522241 0.857305 29.690587  1.424639   0.925464 1.061156 0.6328      0.806896 0.940904  1.0       2.095  0         3.5         4.969   4.661   -88.9       0.03       5.12        0.0        0     0.0787       0.063436     0.098832     0.14703      0           0          1        0         11.0       5.0        12.0       0.6668874093850828  
  6  189.1403351 62.1680565 1.02 11.9  0.0  4188  5386  12814.648 6026.858  189.140298 62.168317 18.613494   0.043837    15.61301    0.062388    67.953505  0.337059 0.333755 2.313924  0.073097 1.0 0.555009  0.06423  1.0      1.930397  0.061367 0.741663 2.205601  0.070728 1.0  3.708148  0.049697 0.764594 2.593655  0.049012 1.0      5.920302   0.078987 0.843818 6.721177   0.151663 1.0  13.616015  0.160643 0.928709 8.417527  0.076215 1.0      22.203259  0.212223 0.866106 17.182376 0.096658 0.976511 45.848122  0.122424 0.325218 46.227501  0.316974 0.290344 57.734722  0.227765 0.654632 72.374776  0.604566 0.437335 139.103695 0.412361 0.333325 198.484461 0.382729 0.395827 159.567162 0.28903  0.379593 132.906821 1.017897 1.0      134.449684 0.96994    0.779103 1.008873 0.290344    0.325218 0.325218  0.379593  1.016  0         3.5         10.517  7.873   78.0        0.03       9.865       20.05      0     6.42E-4      0.005731     0.004945     0.004149     0           0          1        0         4.0        4.0        3.0        0.939870807266911   
  60 189.2071686 62.2202492 0.47 11.24 0.01 11480 15809 10941.086 9144.488  189.207144 62.220303 22.506761   0.029234    18.094158   0.065601    70.076128  0.196088 0.750475 1.683413  0.075002 1.0 2.529183  0.058598 0.87389  3.000997  0.064204 0.641563 3.671078  0.072954 1.0  6.933676  0.056658 0.741881 8.25579   0.04304  0.943201 12.375532  0.095559 0.940111 13.649984  0.139432 1.0  20.026036  0.163113 0.880899 16.861136 0.071443 0.827777 27.98622   0.209249 0.927384 24.699322 0.087595 0.864839 44.512518  0.072604 0.672558 45.654584  0.178023 0.892799 57.063991  0.204252 0.592084 76.546712  0.467339 0.869574 115.611282 0.212895 1.0      102.519342 0.333811 1.0      105.869759 0.256622 1.0      95.061439  1.646438 0.938047 253.362335 1.658912   0.890982 1.015989 0.641563    0.592084 0.672558  1.0       0.475  0         3.5         12.145  5.363   5.9         0.03       8.684       20.0       2     0.034871     0.028081     0.03383      0.026407     0           0          1        0         8.0        4.0        10.0       0.19802930914329064 
  61 189.0722046 62.2582207 0.85 11.71 0.0  17511 23520 14708.642 11426.144 189.072221 62.258245 25.510651   0.027953    21.993704   0.050478    79.627777  0.211467 0.820846 2.502115  0.063999 1.0 2.433969  0.054916 1.0      3.34449   0.059213 0.538584 4.039531  0.058958 1.0  6.14338   0.04101  0.959174 6.963353  0.04367  0.920782 10.084535  0.084911 0.926764 11.891121  0.117573 1.0  25.32058   0.134731 0.94892  19.928874 0.070279 0.859708 34.065844  0.171508 0.937926 29.998098 0.089144 0.839242 59.457198  0.065709 0.825215 -99.0      -99.0    0.0      69.535721  0.157559 1.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      158.998004 0.384944 0.372476 116.020787 0.338574 0.481689 125.935415 5.519835 0.481417 88.950805  3.883485   0.547522 1.009681 0.0         0.820846 0.820846  0.372476  -1.0   0         3.5         9.689   8.306   88.7        0.03       8.478       10.88      2     0.007599     0.007502     0.015184     0.010769     0           0          1        0         10.0       12.0       10.0       0.09169531743933179 
  62 189.1230774 62.112915  0.8  11.58 0.14 427   330   13303.049 2704.855  189.123056 62.112938 17.406267   0.040893    15.289907   0.063948    95.191242  0.353625 0.383532 9.933862  0.082036 1.0 7.760337  0.143382 0.450294 13.147015 0.07634  0.848173 -99.0     -99.0    -0.0 18.675266 0.061218 0.773676 16.167811 0.087183 0.709165 23.033107  0.093473 0.868309 -99.0      -99.0    -0.0 47.029175  0.176737 0.882916 37.41778  0.134207 0.723688 62.191818  0.299327 0.781419 49.541619 0.172511 0.68791  77.523095  0.18694  0.31298  -99.0      -99.0    0.0      84.695993  0.349717 0.623093 -99.0      -99.0    0.0      -99.0      -99.0    0.0      146.434619 0.412467 0.44526  100.676818 0.291976 0.403093 119.432114 1.235534 1.0      81.95716   1.205552   0.746744 1.003473 0.0         0.31298  0.31298   0.403093  -1.0   0         3.5         10.355  9.819   -74.3       0.03       11.525      37.17      0     7.41E-4      2.17E-4      0.004644     0.008611     0           0          1        0         3.0        4.0        4.0        0.09030108330792093 
  63 189.1107483 62.1432495 1.47 12.09 0.09 1707  2359  13649.545 4518.596  189.110592 62.143157 7.225981    0.041168    5.342853    0.050478    17.923665  0.206342 0.378425 0.259457  0.057367 1.0 0.458135  0.04364  1.0      0.515854  0.043987 0.956688 0.384197  0.056519 1.0  0.581621  0.037151 0.761834 0.892517  0.04055  0.674385 0.929186   0.068177 0.899354 1.160003   0.12198  1.0  1.677451   0.11161  0.910562 1.775356  0.06295  0.676676 3.574203   0.159709 0.868602 3.609753  0.079147 0.672312 10.85673   0.08222  0.332849 10.819147  0.224421 0.289395 13.423624  0.125208 1.0      19.693108  0.433119 0.441068 30.621065  0.320611 0.30609  62.898018  0.487233 0.405083 77.202493  0.377218 0.391713 67.699052  1.02997  1.0      60.459276  1.166046   0.872804 1.035642 0.289395    0.332849 0.332849  0.391713  1.4653 0         3.76        7.427   4.522   -0.9        0.03       6.759       0.0        0     0.028364     0.017144     0.007151     0.006544     0           0          1        0         4.0        6.0        4.0        0.42428265597635756 
  64 189.2995758 62.3700294 4.05 13.19 0.71 24110 37963 8375.829  18132.697 189.299228 62.370091 1.072275    0.055202    1.032178    0.072049    2.911622   0.25454  0.210471 0.031553  0.065905 1.0 0.056683  0.048441 0.972596 0.033777  0.049638 1.0      0.120797  0.076862 1.0  -99.0     -99.0    0.0      0.892505  0.044003 0.686325 1.137307   0.080227 0.979631 1.623934   0.173582 1.0  1.734318   0.157941 0.602237 1.829793  0.061968 0.836837 2.456143   0.158067 0.995014 2.150106  0.076982 0.851655 2.7714     0.152762 0.115549 -99.0      -99.0    0.0      2.838899   0.195641 0.490842 -99.0      -99.0    0.0      -99.0      -99.0    0.0      18.295524  0.513338 0.328732 23.408094  0.501988 0.386968 43.139165  1.774316 0.617927 68.084896  1.520261   1.0      1.041571 0.0         0.115549 0.115549  0.328732  -1.0   0         5.16        5.716   2.688   87.4        0.0        7.204       0.0        0     0.125255     0.186092     0.161848     0.124573     0           0          0        0         1.0        3.0        2.0        0.6215686016569479  
  65 189.189743  62.1403046 0.47 10.85 0.59 1656  1877  11430.059 4346.813  189.189762 62.140339 38.398431   0.038471    31.699576   0.063643    127.696974 0.258846 0.433358 2.035748  0.066406 1.0 3.11799   0.066577 0.772308 4.324848  0.063175 0.82154  4.813429  0.066585 1.0  10.560428 0.050698 0.761825 12.967295 0.053444 0.697869 19.268568  0.076059 0.793527 25.17051   0.144768 1.0  35.362241  0.144156 0.932972 30.191804 0.078231 0.787582 53.680592  0.214137 0.8677   46.013592 0.09573  0.826078 85.397999  0.116619 0.297394 83.437968  0.354796 0.237764 106.779324 0.211649 0.629077 139.34128  0.610108 0.36104  196.555738 0.483942 0.234417 145.15659  0.508325 0.471315 132.658329 0.437993 0.395854 116.605999 1.275296 1.0      205.058803 1.356118   0.828624 1.015809 0.234417    0.297394 0.297394  0.395854  0.475  0         3.5         11.222  5.836   73.1        0.03       8.608       21.66      0     0.011922     0.011639     0.017118     0.021388     0           0          1        0         4.0        4.0        4.0        0.12789852741356383 
  66 189.2743683 62.3582764 0.95 11.82 0.12 24009 37615 9066.12   17424.09  189.274402 62.358291 10.343184   0.040157    8.950631    0.065177    35.441798  0.257092 0.397721 2.136891  0.075219 1.0 1.06367   0.060286 1.0      2.261799  0.061998 0.989642 2.65254   0.081637 1.0  -99.0     -99.0    0.0      2.123478  0.055574 0.685201 4.574645   0.087407 0.94911  5.024025   0.14955  1.0  10.364578  0.182707 0.573442 6.460417  0.07922  0.815403 14.828322  0.204941 0.901812 10.244793 0.099878 0.805689 25.595224  0.14421  0.206475 -99.0      -99.0    0.0      31.065742  0.223336 0.599802 -99.0      -99.0    0.0      -99.0      -99.0    0.0      91.36884   0.61484  0.33615  70.520461  0.57192  0.392805 72.055639  1.49442  0.658726 66.199778  1.231758   1.0      1.018848 0.0         0.206475 0.206475  0.33615   -1.0   0         3.5         8.991   6.67    11.5        0.03       8.986       0.0        0     0.011796     0.01341      0.015324     0.011667     0           0          1        0         3.0        4.0        4.0        0.07701034392209888 
  67 189.0797424 62.2171669 1.23 11.76 0.0  10944 15300 14504.191 8961.581  189.079744 62.217177 17.09597    0.037582    -99.0       -99.0       33.4978    0.161536 0.454094 1.900039  0.059133 1.0 2.400497  0.035183 0.960006 2.086304  0.056643 0.517231 2.177957  0.062812 1.0  2.863993  0.031628 0.780515 3.958079  0.026905 0.955892 4.465097   0.066653 0.741345 5.150078   0.093719 1.0  6.985684   0.102391 0.902698 7.368329  0.043495 0.884482 12.60885   0.133387 0.867387 12.641846 0.055396 0.856384 20.888365  0.069191 0.293282 21.702601  0.225609 0.295788 -99.0      -99.0    0.0      31.903172  0.440686 0.431064 45.204227  0.264916 0.421616 66.500554  0.356558 0.574968 69.033684  0.276734 0.454677 52.222582  1.164997 1.0      30.211772  241.921125 0.5      1.047817 0.295788    0.293282 0.293282  0.454677  1.239  0         3.5         5.943   4.947   -1.2        0.03       5.477       8.55       0     0.004108     0.003035     1.57E-4      -0.498577    0           0          1        0         3.0        0.0        4.0        0.036458991654143055
  68 189.0812531 62.2146111 0.47 11.47 0.0  10889 14302 14465.128 8806.923  189.081153 62.214601 89.823243   0.037999    71.599251   0.069695    261.414995 0.413057 0.444178 2.821401  0.087831 1.0 4.922041  0.052424 0.953957 6.369938  0.071231 0.685208 8.444897  0.099363 1.0  17.253431 0.055338 0.653494 24.230393 0.03971  0.968075 42.563441  0.10513  0.835533 48.593957  0.14883  1.0  69.877208  0.157618 0.900421 59.941687 0.06321  0.923914 101.412087 0.208409 0.886359 91.405509 0.080219 0.900965 170.020408 0.099801 0.310995 176.529514 0.34556  0.296023 211.065294 0.202835 0.524568 287.85609  0.633995 0.431064 383.730937 0.380038 0.436395 289.688967 0.544387 0.496386 272.550291 0.38095  0.425797 271.497426 1.347395 1.0      484.988737 1.130683   1.0      1.0      0.296023    0.310995 0.310995  0.425797  0.4734 0         3.5         14.445  10.377  -28.3       0.03       9.812       6.77       3     0.033577     0.021202     0.02034      0.015328     0           0          1        0         3.0        4.0        4.0        0.17187578737091752 
  69 188.9487457 62.1828346 0.45 11.35 0.0  5900  8061  18176.826 6907.536  188.948744 62.18274  71.452915   0.040053    -99.0       -99.0       144.439518 0.236036 0.399789 0.690038  0.065629 1.0 1.030686  0.03944  0.813123 1.792228  0.051561 0.778538 -99.0     -99.0    -0.0 5.085868  0.041142 0.92879  6.477164  0.029297 0.858051 13.013427  0.090057 0.853659 -99.0      -99.0    -0.0 24.896646  0.12234  0.949323 18.673977 0.047076 0.803602 38.896181  0.155409 0.966794 34.323048 0.059048 0.802251 83.591855  0.074406 0.269933 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      193.741332 0.418456 0.380039 201.911994 0.426799 0.328117 189.191115 1.291825 1.0      421.693458 1.302379   0.700799 1.024689 0.0         0.269933 0.269933  0.328117  -1.0   0         3.5         9.364   5.523   7.3         0.03       5.766       8.1        0     0.01083      0.009191     0.00649      0.023031     0           0          1        0         3.0        0.0        4.0        0.3405719744943558  
  7  189.2999115 62.2238045 1.99 12.55 0.0  11836 16628 8345.097  9356.128  189.299984 62.223814 2.211134    0.025325    1.635384    0.062956    6.338246   0.161808 1.0      0.397847  0.059565 1.0 0.495658  0.0544   0.859443 0.502004  0.051726 0.78737  0.541192  0.069841 1.0  0.65542   0.037734 0.761825 0.695942  0.04009  0.92143  0.631303   0.067943 0.948418 0.850454   0.117222 1.0  0.974797   0.116722 0.923871 0.98021   0.064987 0.847963 1.094615   0.156472 0.926237 1.252028  0.084277 0.791911 4.003167   0.054818 1.0      4.028655   0.274051 0.236361 4.748322   0.180463 0.642887 7.414487   0.538484 0.540183 11.92295   0.305606 0.543234 25.866174  0.232177 1.0      32.617974  0.229855 1.0      43.912145  1.703805 0.916768 33.134117  1.536865   0.863496 1.01898  0.236361    0.642887 1.0       1.0       1.996  0         4.5         6.227   5.805   8.3         0.03       7.665       0.0        0     0.010216     0.022833     0.049303     0.050736     0           0          1        0         14.0       4.0        14.0       0.12634765920512592 
  8  189.3411255 62.1764717 0.98 11.59 0.55 5195  6619  7193.108  6524.11   189.341008 62.176587 32.753507   0.035364    -99.0       -99.0       82.997928  0.254455 0.512844 1.993884  0.060781 1.0 1.75742   0.051925 0.737168 2.249566  0.054851 0.756681 2.885496  0.09602  1.0  3.819413  0.049129 0.420884 4.647534  0.035823 0.901837 6.93319    0.087539 0.873456 8.618602   0.155199 1.0  17.835307  0.138217 0.71553  15.382272 0.057272 0.853201 32.391232  0.208657 0.787316 31.039134 0.072774 0.829953 63.459117  0.069811 0.481839 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      190.150947 0.425735 0.558801 144.420962 0.40369  0.375167 120.527271 2.13077  0.611235 117.09759  2.200472   0.552244 1.012204 0.0         0.481839 0.481839  0.375167  -1.0   0         3.5         9.898   7.446   -78.8       0.03       7.868       6.59       2     0.00357      0.003967     0.00547      0.004724     0           0          1        0         6.0        0.0        6.0        0.4596432429931133  
